Report utilization for one of the most complex string/reg of AutomataZoo
For each BB #instructions executed by BB_i/#number of instructions executed by all BBs.
Between parenthesis number of instructions
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.416667 (         30)	 0.319444 (         23)	 0.125000 (          9)	 0.097222 (          7)	 0.041667 (          3)	 0.000000 (          0)
BB utilization this iteration	 0.106667 (          8)	 0.026667 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.080000 (          6)	 0.120000 (          9)	 0.413333 (         31)	 0.253333 (         19)
BB utilization this iteration	 0.209677 (         13)	 0.032258 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.306452 (         19)	 0.451613 (         28)
BB utilization this iteration	 0.310345 (         18)	 0.241379 (         14)	 0.086207 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.362069 (         21)
BB utilization this iteration	 0.250000 (         25)	 0.320000 (         32)	 0.220000 (         22)	 0.090000 (          9)	 0.090000 (          9)	 0.030000 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.044118 (          3)	 0.088235 (          6)	 0.029412 (          2)	 0.000000 (          0)	 0.264706 (         18)	 0.264706 (         18)	 0.132353 (          9)	 0.029412 (          2)	 0.102941 (          7)	 0.044118 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.076923 (          7)	 0.109890 (         10)	 0.131868 (         12)	 0.043956 (          4)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.197802 (         18)	 0.197802 (         18)	 0.109890 (         10)	 0.098901 (          9)	 0.032967 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.093750 (         12)	 0.085938 (         11)	 0.031250 (          4)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.046875 (          6)	 0.039063 (          5)	 0.078125 (         10)	 0.250000 (         32)	 0.203125 (         26)	 0.101563 (         13)	 0.070313 (          9)
BB utilization this iteration	 0.156250 (         15)	 0.125000 (         12)	 0.062500 (          6)	 0.020833 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.031250 (          3)	 0.000000 (          0)	 0.197917 (         19)	 0.218750 (         21)	 0.187500 (         18)
BB utilization this iteration	 0.114943 (         10)	 0.126437 (         11)	 0.080460 (          7)	 0.034483 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.080460 (          7)	 0.137931 (         12)	 0.068966 (          6)	 0.068966 (          6)	 0.287356 (         25)
BB utilization this iteration	 0.000000 (          0)	 0.168224 (         18)	 0.186916 (         20)	 0.205607 (         22)	 0.149533 (         16)	 0.046729 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.093458 (         10)	 0.074766 (          8)	 0.056075 (          6)	 0.018692 (          2)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.115942 (          8)	 0.057971 (          4)	 0.260870 (         18)	 0.347826 (         24)	 0.188406 (         13)	 0.028986 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.327273 (         18)	 0.454545 (         25)	 0.181818 (         10)	 0.036364 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.372549 (         19)	 0.392157 (         20)	 0.196078 (         10)	 0.039216 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.363636 (         20)	 0.309091 (         17)	 0.145455 (          8)	 0.127273 (          7)	 0.054545 (          3)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.322034 (         19)	 0.440678 (         26)	 0.203390 (         12)	 0.033898 (          2)
BB utilization this iteration	 0.033898 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.322034 (         19)	 0.440678 (         26)	 0.203390 (         12)
BB utilization this iteration	 0.191176 (         13)	 0.029412 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.117647 (          8)	 0.279412 (         19)	 0.382353 (         26)
BB utilization this iteration	 0.261538 (         17)	 0.230769 (         15)	 0.076923 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.123077 (          8)	 0.307692 (         20)
BB utilization this iteration	 0.000000 (          0)	 0.283333 (         17)	 0.350000 (         21)	 0.166667 (         10)	 0.033333 (          2)	 0.116667 (          7)	 0.050000 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)	 0.315789 (         18)	 0.157895 (          9)	 0.157895 (          9)	 0.052632 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.321429 (         18)	 0.428571 (         24)	 0.214286 (         12)	 0.035714 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.295082 (         18)	 0.344262 (         21)	 0.278689 (         17)	 0.081967 (          5)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.122807 (          7)	 0.052632 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)	 0.315789 (         18)	 0.157895 (          9)	 0.035088 (          2)
BB utilization this iteration	 0.375000 (         21)	 0.285714 (         16)	 0.250000 (         14)	 0.089286 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.303571 (         17)	 0.321429 (         18)	 0.160714 (          9)	 0.035714 (          2)	 0.125000 (          7)	 0.053571 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.217391 (         15)	 0.304348 (         21)	 0.202899 (         14)	 0.101449 (          7)	 0.028986 (          2)	 0.101449 (          7)	 0.043478 (          3)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)	 0.421053 (         24)	 0.228070 (         13)	 0.035088 (          2)
BB utilization this iteration	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)
BB utilization this iteration	 0.210526 (         12)	 0.035088 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)	 0.438596 (         25)
BB utilization this iteration	 0.438596 (         25)	 0.210526 (         12)	 0.035088 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)
BB utilization this iteration	 0.310345 (         18)	 0.448276 (         26)	 0.206897 (         12)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.146341 (         12)	 0.304878 (         25)	 0.219512 (         18)	 0.158537 (         13)	 0.134146 (         11)	 0.036585 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.052632 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.105263 (          6)	 0.315789 (         18)	 0.315789 (         18)	 0.175439 (         10)	 0.035088 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.077778 (          7)	 0.111111 (         10)	 0.133333 (         12)	 0.044444 (          4)	 0.000000 (          0)	 0.000000 (          0)	 0.200000 (         18)	 0.266667 (         24)	 0.144444 (         13)	 0.022222 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.086207 (         10)	 0.060345 (          7)	 0.060345 (          7)	 0.017241 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.172414 (         20)	 0.275862 (         32)	 0.198276 (         23)	 0.112069 (         13)	 0.017241 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.102041 (         10)	 0.061224 (          6)	 0.020408 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.102041 (         10)	 0.142857 (         14)	 0.244898 (         24)	 0.132653 (         13)	 0.142857 (         14)	 0.051020 (          5)	 0.000000 (          0)
BB utilization this iteration	 0.123596 (         11)	 0.033708 (          3)	 0.000000 (          0)	 0.033708 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.033708 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.078652 (          7)	 0.258427 (         23)	 0.269663 (         24)	 0.168539 (         15)
BB utilization this iteration	 0.053097 (          6)	 0.044248 (          5)	 0.132743 (         15)	 0.221239 (         25)	 0.150442 (         17)	 0.035398 (          4)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.061947 (          7)	 0.053097 (          6)	 0.017699 (          2)	 0.088496 (         10)	 0.106195 (         12)	 0.035398 (          4)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.098765 (          8)	 0.259259 (         21)	 0.271605 (         22)	 0.123457 (         10)	 0.024691 (          2)	 0.086420 (          7)	 0.037037 (          3)	 0.074074 (          6)	 0.024691 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.315789 (         18)	 0.315789 (         18)	 0.157895 (          9)	 0.157895 (          9)	 0.052632 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.311475 (         19)	 0.311475 (         19)	 0.180328 (         11)	 0.032787 (          2)	 0.114754 (          7)	 0.049180 (          3)
BB utilization this iteration	 0.113402 (         11)	 0.020619 (          2)	 0.072165 (          7)	 0.030928 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.061856 (          6)	 0.103093 (         10)	 0.144330 (         14)	 0.206186 (         20)	 0.247423 (         24)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.305085 (         18)	 0.406780 (         24)	 0.203390 (         12)	 0.033898 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.050847 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.204301 (         19)	 0.268817 (         25)	 0.139785 (         13)	 0.021505 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.075269 (          7)	 0.107527 (         10)	 0.139785 (         13)	 0.043011 (          4)
BB utilization this iteration	 0.020408 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.193878 (         19)	 0.255102 (         25)	 0.102041 (         10)	 0.020408 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.102041 (         10)	 0.112245 (         11)	 0.132653 (         13)	 0.061224 (          6)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.090909 (          6)	 0.333333 (         22)	 0.242424 (         16)	 0.212121 (         14)	 0.075758 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.045455 (          3)	 0.000000 (          0)
BB utilization this iteration	 0.027778 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.250000 (         18)	 0.333333 (         24)	 0.180556 (         13)	 0.027778 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.097222 (          7)	 0.083333 (          6)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.268657 (         18)	 0.388060 (         26)	 0.194030 (         13)	 0.029851 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.089552 (          6)	 0.029851 (          2)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.298246 (         17)	 0.333333 (         19)	 0.157895 (          9)	 0.035088 (          2)	 0.122807 (          7)	 0.052632 (          3)	 0.000000 (          0)
BB utilization this iteration	 0.033898 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.322034 (         19)	 0.423729 (         25)	 0.220339 (         13)
BB utilization this iteration	 0.258621 (         15)	 0.086207 (          5)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.293103 (         17)	 0.362069 (         21)
BB utilization this iteration	 0.315789 (         18)	 0.438596 (         25)	 0.210526 (         12)	 0.035088 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.316667 (         19)	 0.416667 (         25)	 0.200000 (         12)	 0.066667 (          4)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.321429 (         18)	 0.428571 (         24)	 0.214286 (         12)	 0.035714 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.321429 (         18)	 0.428571 (         24)	 0.214286 (         12)	 0.035714 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.305085 (         18)	 0.457627 (         27)	 0.203390 (         12)	 0.033898 (          2)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.217391 (         15)	 0.304348 (         21)	 0.202899 (         14)	 0.101449 (          7)	 0.028986 (          2)	 0.101449 (          7)	 0.043478 (          3)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.310345 (         18)	 0.431034 (         25)	 0.224138 (         13)	 0.034483 (          2)	 0.000000 (          0)	 0.000000 (          0)
BB utilization this iteration	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.000000 (          0)	 0.368421 (         21)	 0.298246 (         17)	 0.245614 (         14)	 0.087719 (          5)	 0.000000 (          0)
